Constituent,Model,AICc,Key,varcomp,proportion,bias,std.bias,MSPE,RMSPE,std.MSPE,RAV,cor2,cover.80,cover.90,cover.95
NPOC..mg.C.L.,euclid_only,13.541771450593401,NPOC..mg.C.L.__avg__euclid_only,Covariates (PR-sq),0.045438922597092146,0.02517594444493288,0.03705193965929708,0.07300672789148081,0.27019757195704186,1.1195187444334656,0.22117937401122284,0.0493316860480865,0.85,0.9,0.95
NPOC..mg.C.L.,euclid_only,13.541771450593401,NPOC..mg.C.L.__avg__euclid_only,tailup_de,0,0.02517594444493288,0.03705193965929708,0.07300672789148081,0.27019757195704186,1.1195187444334656,0.22117937401122284,0.0493316860480865,0.85,0.9,0.95
NPOC..mg.C.L.,euclid_only,13.541771450593401,NPOC..mg.C.L.__avg__euclid_only,taildown_de,0,0.02517594444493288,0.03705193965929708,0.07300672789148081,0.27019757195704186,1.1195187444334656,0.22117937401122284,0.0493316860480865,0.85,0.9,0.95
NPOC..mg.C.L.,euclid_only,13.541771450593401,NPOC..mg.C.L.__avg__euclid_only,euclid_de,0.8827923482005359,0.02517594444493288,0.03705193965929708,0.07300672789148081,0.27019757195704186,1.1195187444334656,0.22117937401122284,0.0493316860480865,0.85,0.9,0.95
NPOC..mg.C.L.,euclid_only,13.541771450593401,NPOC..mg.C.L.__avg__euclid_only,nugget,0.07176872920237203,0.02517594444493288,0.03705193965929708,0.07300672789148081,0.27019757195704186,1.1195187444334656,0.22117937401122284,0.0493316860480865,0.85,0.9,0.95
NPOC..mg.C.L.,tailup_euclid,18.100394386439767,NPOC..mg.C.L.__avg__tailup_euclid,Covariates (PR-sq),0.03369920478517463,0.03124492903074582,0.05028539716021928,0.06620903146880772,0.25731115690697853,1.0223762362214006,0.20937369364888822,0.11434195718850945,0.85,0.95,0.95
NPOC..mg.C.L.,tailup_euclid,18.100394386439767,NPOC..mg.C.L.__avg__tailup_euclid,tailup_de,0.08302055065118896,0.03124492903074582,0.05028539716021928,0.06620903146880772,0.25731115690697853,1.0223762362214006,0.20937369364888822,0.11434195718850945,0.85,0.95,0.95
NPOC..mg.C.L.,tailup_euclid,18.100394386439767,NPOC..mg.C.L.__avg__tailup_euclid,taildown_de,0,0.03124492903074582,0.05028539716021928,0.06620903146880772,0.25731115690697853,1.0223762362214006,0.20937369364888822,0.11434195718850945,0.85,0.95,0.95
NPOC..mg.C.L.,tailup_euclid,18.100394386439767,NPOC..mg.C.L.__avg__tailup_euclid,euclid_de,0.88328024042614794,0.03124492903074582,0.05028539716021928,0.06620903146880772,0.25731115690697853,1.0223762362214006,0.20937369364888822,0.11434195718850945,0.85,0.95,0.95
NPOC..mg.C.L.,tailup_euclid,18.100394386439767,NPOC..mg.C.L.__avg__tailup_euclid,nugget,4.137488506034514e-9,0.03124492903074582,0.05028539716021928,0.06620903146880772,0.25731115690697853,1.0223762362214006,0.20937369364888822,0.11434195718850945,0.85,0.95,0.95
